4.674e-07	0.0	0.0	0.0
4.676e-07	0.0	0.0	0.0
4.678e-07	0.0	0.0	0.0
4.68e-07	0.0	0.0	0.0
4.682e-07	0.0	0.0	0.0
4.684e-07	0.0	0.0	0.0
4.686e-07	0.0	0.0	0.0
4.688e-07	0.0	0.0	0.0
4.69e-07	0.0	0.0	0.0
4.692e-07	0.0	0.0	0.0
4.694e-07	0.0	0.0	0.0
4.696e-07	0.0	0.0	0.0
4.698e-07	0.0	0.0	0.0
4.7e-07	0.0	0.0	0.0
4.702e-07	0.0	0.0	0.0
4.704e-07	0.0	0.0	0.0
4.706e-07	0.0	0.0	0.0
4.708e-07	0.0	0.0	0.0
4.71e-07	0.0	0.0	0.0
4.712e-07	0.0	0.0	0.0
4.714e-07	0.0	0.0	0.0
4.716e-07	0.0	0.0	0.0
4.718e-07	0.0	0.0	0.0
4.72e-07	0.0	0.0	0.0
4.722e-07	0.0	0.0	0.0
4.724e-07	0.0	0.0	0.0
4.726e-07	0.0	0.0	0.0
4.728e-07	0.0	0.0	0.0
4.73e-07	0.0	0.0	0.0
4.732e-07	0.0	0.0	0.0
4.734e-07	0.0	0.0	0.0
4.736e-07	0.0	0.0	0.0
4.738e-07	0.0	0.0	0.0
4.74e-07	0.0	0.0	0.0
4.742e-07	0.0	0.0	0.0
4.744e-07	0.0	0.0	0.0
4.746e-07	0.0	0.0	0.0
4.748e-07	0.0	0.0	0.0
4.75e-07	0.0	0.0	0.0
4.752e-07	0.0	0.0	0.0
4.754e-07	0.0	0.0	0.0
4.756e-07	0.0	0.0	0.0
4.758e-07	0.0	0.0	0.0
4.76e-07	0.0	0.0	0.0
4.762e-07	0.0	0.0	0.0
4.764e-07	0.0	0.0	0.0
4.766e-07	0.0	0.0	0.0
4.768e-07	0.0	0.0	0.0
4.77e-07	0.0	0.0	0.0
4.772e-07	0.0	0.0	0.0
4.774e-07	0.0	0.0	0.0
4.776e-07	0.0	0.0	0.0
4.778e-07	0.0	0.0	0.0
4.78e-07	0.0	0.0	0.0
4.782e-07	0.0	0.0	0.0
4.784e-07	0.0	0.0	0.0
4.786e-07	0.0	0.0	0.0
4.788e-07	0.0	0.0	0.0
4.79e-07	0.0	0.0	0.0
4.792e-07	0.0	0.0	0.0
4.794e-07	0.0	0.0	0.0
4.796e-07	0.0	0.0	0.0
4.798e-07	0.0	0.0	0.0
4.8e-07	0.0	0.0	0.0
4.802e-07	0.0	0.0	0.0
4.804e-07	0.0	0.0	0.0
4.806e-07	0.0	0.0	0.0
4.808e-07	0.0	0.0	0.0
4.81e-07	0.0	0.0	0.0
4.812e-07	0.0	0.0	0.0
4.814e-07	0.0	0.0	0.0
4.816e-07	0.0	0.0	0.0
4.818e-07	0.0	0.0	0.0
4.82e-07	0.0	0.0	0.0
4.822e-07	0.0	0.0	0.0
4.824e-07	0.0	0.0	0.0
4.826e-07	0.0	0.0	0.0
4.828e-07	0.0	0.0	0.0
4.83e-07	0.0	0.0	0.0
4.832e-07	0.0	0.0	0.0
4.834e-07	0.0	0.0	0.0
4.836e-07	0.0	0.0	0.0
4.838e-07	0.0	0.0	0.0
4.84e-07	0.0	0.0	0.0
4.842e-07	0.0	0.0	0.0
4.844e-07	0.0	0.0	0.0
4.846e-07	0.0	0.0	0.0
4.848e-07	0.0	0.0	0.0
4.85e-07	0.0	0.0	0.0
4.852e-07	0.0	0.0	0.0
4.854e-07	0.0	0.0	0.0
4.856e-07	0.0	0.0	0.0
4.858e-07	0.0	0.0	0.0
4.86e-07	0.0	0.0	0.0
4.862e-07	0.0	0.0	0.0
4.864e-07	0.0	0.0	0.0
4.866e-07	0.0	0.0	0.0
4.868e-07	0.0	0.0	0.0
4.87e-07	0.0	0.0	0.0
4.872e-07	0.0	0.0	0.0
4.874e-07	9.1802125423e-17	-1.26991352228e-16	-1.00736131409e-18
4.876e-07	-2.91935356092e-16	1.92594747877e-16	4.9249814072e-18
4.878e-07	1.04644218506e-16	1.12840989956e-16	2.22602551382e-19
4.88e-07	2.8040112349e-16	-1.4018091534e-14	-3.60457727239e-17
4.882e-07	-4.0566207829e-16	1.3821057452e-14	5.06637205433e-17
4.884e-07	2.28767966564e-16	-1.49369236383e-16	-1.90078150443e-19
4.886e-07	-1.90187835493e-16	1.58832072607e-16	4.53702437641e-18
4.888e-07	-9.84637237735e-18	4.97956614566e-16	2.22182386915e-17
4.89e-07	-5.61239896052e-17	-6.77987683643e-16	-2.42463072246e-18
4.892e-07	1.19140942876e-14	5.48460568388e-15	9.67425458832e-17
4.894e-07	-1.20908900107e-14	-4.92789175874e-15	-8.68312045562e-17
4.896e-07	9.7067706712e-17	-2.86898199008e-16	-1.50908962951e-18
4.898e-07	2.55902300553e-17	-5.36870655699e-17	6.10212874665e-18
4.9e-07	-2.40807433234e-16	-5.02636237173e-17	7.50882527872e-18
4.902e-07	1.3153205754e-15	6.10810623965e-17	1.13235406158e-17
4.904e-07	5.27022648542e-15	9.05237987628e-15	7.36020274433e-17
4.906e-07	-5.84029069134e-15	-7.07176255481e-15	1.82616175417e-17
4.908e-07	1.24566132869e-14	-7.03804257064e-16	7.44309565756e-17
4.91e-07	-1.24339641421e-14	-1.84283611467e-15	-3.64043176737e-17
4.912e-07	-3.7762079499e-16	3.07134266818e-15	1.90882637104e-17
4.914e-07	-4.84698158381e-15	3.82299646221e-15	3.36035278312e-17
4.916e-07	1.46129366265e-14	7.52292669431e-15	-4.27588715434e-17
4.918e-07	-1.16590106148e-14	-1.27397058464e-14	1.30760787308e-16
4.92e-07	-6.36591808944e-16	-3.58817024576e-16	-8.32906150684e-18
4.922e-07	-1.01438106627e-14	9.69285515485e-15	1.03451416565e-16
